Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.lucene.index.TestParallelTermEnum::checkTerms(org.apache.lucene.index.Terms, org.apache.lucene.util.Bits, java.lang.String[]):void	org.apache.lucene.index.Terms	0/1	
Move Method	org.apache.lucene.index.TestSegmentTermDocs::addDoc(org.apache.lucene.index.IndexWriter, java.lang.String):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestSegmentTermEnum::addDoc(org.apache.lucene.index.IndexWriter, java.lang.String):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.memory.MemoryIndex.MemoryIndexReader.MemoryTermsEnum::binarySearch(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef, int, int, org.apache.lucene.util.BytesRefHash, int[], java.util.Comparator<org.apache.lucene.util.BytesRef>):int	org.apache.lucene.util.BytesRefHash	0/1	
Move Method	org.apache.lucene.queries.BooleanFilterTest::addDoc(org.apache.lucene.index.RandomIndexWriter, java.lang.String, java.lang.String, java.lang.String, java.lang.String):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.queries.ChainedFilter::getDISI(org.apache.lucene.search.Filter, org.apache.lucene.index.AtomicReaderContext):org.apache.lucene.search.DocIdSetIterator	org.apache.lucene.search.Filter	0/1	
Move Method	org.apache.lucene.queries.mlt.TestMoreLikeThis::addDoc(org.apache.lucene.index.RandomIndexWriter, java.lang.String):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.queryparser.classic.QueryParserBase::handleBoost(org.apache.lucene.search.Query, org.apache.lucene.queryparser.classic.Token):org.apache.lucene.search.Query	org.apache.lucene.queryparser.classic.Token	0/1	
Move Method	org.apache.lucene.queryparser.classic.QueryParserBase::handleBoost(org.apache.lucene.search.Query, org.apache.lucene.queryparser.classic.Token):org.apache.lucene.search.Query	org.apache.lucene.search.Query	0/1	
Move Method	org.apache.lucene.queryparser.flexible.standard.TestQPHelper::assertQueryEquals(org.apache.lucene.queryparser.flexible.standard.StandardQueryParser, java.lang.String, java.lang.String, java.lang.String):void	org.apache.lucene.queryparser.flexible.standard.StandardQueryParser	0/1	
Move Method	org.apache.lucene.queryparser.flexible.standard.TestQPHelper::assertHits(int, java.lang.String, org.apache.lucene.search.IndexSearcher):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.sandbox.queries.FuzzyLikeThisQueryTest::addDoc(org.apache.lucene.index.RandomIndexWriter, java.lang.String, java.lang.String):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.sandbox.queries.TestSlowFuzzyQuery::addDoc(java.lang.String, org.apache.lucene.index.RandomIndexWriter):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.search.PhraseQuery.PhraseWeight::termNotInReader(org.apache.lucene.index.AtomicReader, org.apache.lucene.index.Term):boolean	org.apache.lucene.index.AtomicReader	0/1	
Move Method	org.apache.lucene.search.TermQuery.TermWeight::termNotInReader(org.apache.lucene.index.AtomicReader, org.apache.lucene.index.Term):boolean	org.apache.lucene.index.AtomicReader	0/1	
Move Method	org.apache.lucene.search.TestBooleanMinShouldMatch::assertSubsetOfSameScores(org.apache.lucene.search.Query, org.apache.lucene.search.TopDocs, org.apache.lucene.search.TopDocs):void	org.apache.lucene.search.Query	0/1	
Move Method	org.apache.lucene.search.TestConstantScoreQuery::checkHits(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.Query, float, java.lang.String, java.lang.String):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.TestFuzzyQuery::addDoc(java.lang.String, org.apache.lucene.index.RandomIndexWriter):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.search.TestMatchAllDocsQuery::addDoc(java.lang.String, org.apache.lucene.index.IndexWriter, float):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.search.TestMultiPhraseQuery::add(java.lang.String, org.apache.lucene.index.RandomIndexWriter):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.search.TestMultiPhraseQuery::add(java.lang.String, java.lang.String, org.apache.lucene.index.RandomIndexWriter):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.search.TestScorerPerf::doSloppyPhrase(org.apache.lucene.search.IndexSearcher, int, int, int):int	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.TestSloppyPhraseQuery::checkPhraseQuery(org.apache.lucene.document.Document, org.apache.lucene.search.PhraseQuery, int, int):float	org.apache.lucene.search.PhraseQuery	0/1	
Move Method	org.apache.lucene.search.TestSloppyPhraseQuery::assertSaneScoring(org.apache.lucene.search.PhraseQuery, org.apache.lucene.search.IndexSearcher):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.TestTermRangeQuery::checkBooleanTerms(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.TermRangeQuery, java.lang.String[]):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.TestWildcard::assertMatches(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.Query, int):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.grouping.DistinctValuesCollectorTest::createExpectedResult(org.apache.lucene.search.grouping.DistinctValuesCollectorTest.IndexContext, java.lang.String, org.apache.lucene.search.Sort, int):java.util.List<org.apache.lucene.search.grouping.AbstractDistinctValuesCollector.GroupCount<java.lang.Comparable<?>>>	org.apache.lucene.search.grouping.DistinctValuesCollectorTest.IndexContext	0/1	
Move Method	org.apache.lucene.search.grouping.TestGrouping::getTopGroups(org.apache.lucene.search.grouping.AbstractSecondPassGroupingCollector, int):org.apache.lucene.search.grouping.TopGroups<org.apache.lucene.util.BytesRef>	org.apache.lucene.search.grouping.AbstractSecondPassGroupingCollector	0/1	
Move Method	org.apache.lucene.search.join.TestBlockJoin::getParentDoc(org.apache.lucene.index.IndexReader, org.apache.lucene.search.Filter, int):org.apache.lucene.document.Document	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.search.join.TestBlockJoin::compareChildHits(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader, org.apache.lucene.search.TopDocs, org.apache.lucene.search.TopDocs):void	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.search.join.TestBlockJoin::compareHits(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader, org.apache.lucene.search.TopDocs, org.apache.lucene.search.grouping.TopGroups<java.lang.Integer>):void	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.search.postingshighlight.TestPostingsHighlighterRanking::checkQuery(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.Query, int, int):void	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.spans.TestSpans::addDoc(org.apache.lucene.index.IndexWriter, java.lang.String, java.lang.String):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.search.spans.TestSpans::hitCount(org.apache.lucene.search.IndexSearcher, java.lang.String):int	org.apache.lucene.search.IndexSearcher	0/1	
Move Method	org.apache.lucene.search.spell.WordBreakSpellChecker::generateSuggestWord(org.apache.lucene.index.IndexReader, java.lang.String, java.lang.String):org.apache.lucene.search.spell.SuggestWord	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.search.suggest.fst.FSTCompletion::checkExistingAndReorder(java.util.ArrayList<org.apache.lucene.search.suggest.fst.FSTCompletion.Completion>, org.apache.lucene.util.BytesRef):boolean	org.apache.lucene.util.BytesRef	0/1	
Move Method	org.apache.lucene.search.vectorhighlight.AbstractTestCase::analyze(java.lang.String, java.lang.String, org.apache.lucene.analysis.Analyzer):java.util.List<org.apache.lucene.util.BytesRef>	org.apache.lucene.analysis.Analyzer	0/1	
Move Method	org.apache.lucene.search.vectorhighlight.BaseFragmentsBuilder::getFields(org.apache.lucene.index.IndexReader, int, java.lang.String):org.apache.lucene.document.Field[]	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.store.TestFileSwitchDirectory::createSequenceFile(org.apache.lucene.store.Directory, java.lang.String, byte, int):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.store.TestLockFactory::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.store.TestNRTCachingDirectory::createSequenceFile(org.apache.lucene.store.Directory, java.lang.String, byte, int):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.util.TestFixedBitSet::doIterate2(java.util.BitSet, org.apache.lucene.util.FixedBitSet):void	org.apache.lucene.util.FixedBitSet	0/1	
Move Method	org.apache.lucene.util.TestOpenBitSet::doNextSetBit(java.util.BitSet, org.apache.lucene.util.OpenBitSet):void	org.apache.lucene.util.OpenBitSet	0/1	
Move Method	org.apache.lucene.util.TestOpenBitSet::doNextSetBitLong(java.util.BitSet, org.apache.lucene.util.OpenBitSet):void	org.apache.lucene.util.OpenBitSet	0/1	
Move Method	org.apache.lucene.util.TestOpenBitSet::doPrevSetBit(java.util.BitSet, org.apache.lucene.util.OpenBitSet):void	org.apache.lucene.util.OpenBitSet	0/1	
Move Method	org.apache.lucene.util.TestOpenBitSet::doPrevSetBitLong(java.util.BitSet, org.apache.lucene.util.OpenBitSet):void	org.apache.lucene.util.OpenBitSet	0/1	
Move Method	org.apache.lucene.util.automaton.CharacterRunAutomaton::getEnablePositionIncrements(org.apache.lucene.analysis.MockTokenFilter):boolean	org.apache.lucene.analysis.MockTokenFilter	0/1	
Move Method	org.apache.lucene.util.automaton.TestCompiledAutomaton::testFloor(org.apache.lucene.util.automaton.CompiledAutomaton, java.lang.String, java.lang.String):void	org.apache.lucene.util.automaton.CompiledAutomaton	0/1	
Move Method	org.egothor.stemmer.Gener::eat(org.egothor.stemmer.Row, int[]):boolean	org.egothor.stemmer.Row	0/1	
Move Method	org.apache.lucene.search.spans.TestPayloadSpans::checkSpans(org.apache.lucene.search.spans.Spans, int, int[]):void	org.apache.lucene.search.spans.Spans	1/6	
Move Method	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer::getVariableBinary(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.BinaryEntry):org.apache.lucene.index.BinaryDocValues	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.BinaryEntry	1/5	
Move Method	org.apache.lucene.index.SegmentMerger::setMatchingSegmentReaders():void	org.apache.lucene.index.MergeState	1/5	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertTermsStatistics(org.apache.lucene.index.Terms, org.apache.lucene.index.Terms):void	org.apache.lucene.index.Terms	1/5	
Move Method	org.apache.lucene.index.TestMultiLevelSkipList::checkSkipTo(org.apache.lucene.index.DocsAndPositionsEnum, int, int):void	org.apache.lucene.index.DocsAndPositionsEnum	1/5	
Move Method	org.apache.lucene.analysis.cn.smart.hhmm.HHMMSegmenter::createSegGraph(java.lang.String):org.apache.lucene.analysis.cn.smart.hhmm.SegGraph	org.apache.lucene.analysis.cn.smart.hhmm.WordDictionary	1/4	
Move Method	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer::getNumeric(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.NumericEntry):org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.LongNumericDocValues	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.NumericEntry	1/4	
Move Method	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer::getNumeric(org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.NumericEntry):org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.LongNumericDocValues	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.NumericEntry	1/4	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertReaderStatistics(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	1/4	
Move Method	org.apache.lucene.search.TermCollectingRewrite::collectTerms(org.apache.lucene.index.IndexReader, org.apache.lucene.search.MultiTermQuery, org.apache.lucene.search.TermCollectingRewrite.TermCollector):void	org.apache.lucene.search.TermCollectingRewrite.TermCollector	1/4	
Move Method	org.apache.lucene.search.TestShardSearching::assertSame(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.ShardSearchingTestBase.NodeState.ShardIndexSearcher, org.apache.lucene.search.Query, org.apache.lucene.search.Sort, org.apache.lucene.search.TestShardSearching.PreviousSearchState):org.apache.lucene.search.TestShardSearching.PreviousSearchState	org.apache.lucene.search.ShardSearchingTestBase.NodeState.ShardIndexSearcher	1/4	
Move Method	org.apache.lucene.search.suggest.Sort.ByteSequencesReader::read(org.apache.lucene.util.BytesRef):boolean	org.apache.lucene.util.BytesRef	1/4	
Move Method	org.apache.lucene.util.fst.FSTTester::randomAcceptedWord(org.apache.lucene.util.fst.FST<T>, org.apache.lucene.util.IntsRef):T	org.apache.lucene.util.IntsRef	1/4	
Move Method	org.egothor.stemmer.Reduce::optimize(org.egothor.stemmer.Trie):org.egothor.stemmer.Trie	org.egothor.stemmer.Trie	1/4	
Move Method	org.apache.lucene.analysis.core.TestFactories::initialize(org.apache.lucene.analysis.util.AbstractAnalysisFactory):boolean	org.apache.lucene.analysis.util.AbstractAnalysisFactory	1/3	
Move Method	org.apache.lucene.codecs.BlockTreeTermsReader::seekDir(org.apache.lucene.store.IndexInput, long):void	org.apache.lucene.store.IndexInput	1/3	
Move Method	org.apache.lucene.codecs.blockterms.BlockTermsReader::seekDir(org.apache.lucene.store.IndexInput, long):void	org.apache.lucene.store.IndexInput	1/3	
Move Method	org.apache.lucene.codecs.blockterms.FixedGapTermsIndexReader::seekDir(org.apache.lucene.store.IndexInput, long):void	org.apache.lucene.store.IndexInput	1/3	
Move Method	org.apache.lucene.codecs.blockterms.VariableGapTermsIndexReader::seekDir(org.apache.lucene.store.IndexInput, long):void	org.apache.lucene.store.IndexInput	1/3	
Move Method	org.apache.lucene.codecs.lucene40.Lucene40DocValuesReader::correctBuggyOrds(org.apache.lucene.index.SortedDocValues):org.apache.lucene.index.SortedDocValues	org.apache.lucene.index.SortedDocValues	1/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader::stripPrefix(org.apache.lucene.util.BytesRef):java.lang.String	org.apache.lucene.util.BytesRef	1/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsReader::readString(int, org.apache.lucene.util.BytesRef):java.lang.String	org.apache.lucene.util.BytesRef	1/3	
Move Method	org.apache.lucene.index.DocumentsWriterPerThreadPool::replaceForFlush(org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState, boolean):org.apache.lucene.index.DocumentsWriterPerThread	org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState	1/3	
Move Method	org.apache.lucene.index.SegmentMerger::setDocMaps():int	org.apache.lucene.index.MergeState	1/3	
Move Method	org.apache.lucene.index.TestCompoundFile::assertSameStreams(java.lang.String, org.apache.lucene.store.IndexInput, org.apache.lucene.store.IndexInput):void	org.apache.lucene.store.IndexInput	1/3	
Move Method	org.apache.lucene.index.TestDoc::indexDoc(org.apache.lucene.index.IndexWriter, java.lang.String):org.apache.lucene.index.SegmentInfoPerCommit	org.apache.lucene.index.IndexWriter	1/3	
Move Method	org.apache.lucene.index.TestSegmentReader::testOutOfBoundsAccess():void	org.apache.lucene.index.SegmentReader	1/3	
Move Method	org.apache.lucene.search.FieldValueHitQueue::fillFields(org.apache.lucene.search.FieldValueHitQueue.Entry):org.apache.lucene.search.FieldDoc	org.apache.lucene.search.FieldValueHitQueue.Entry	1/3	
Move Method	org.apache.lucene.search.TestFilteredSearch::searchFiltered(org.apache.lucene.index.IndexWriter, org.apache.lucene.store.Directory, org.apache.lucene.search.Filter, boolean):void	org.apache.lucene.index.IndexWriter	1/3	
Move Method	org.apache.lucene.search.suggest.Sort.ByteSequencesWriter::write(org.apache.lucene.util.BytesRef):void	org.apache.lucene.util.BytesRef	1/3	
Move Method	org.apache.lucene.search.suggest.fst.FSTCompletion::descendWithPrefix(org.apache.lucene.util.fst.FST.Arc<java.lang.Object>, org.apache.lucene.util.BytesRef):boolean	org.apache.lucene.util.BytesRef	1/3	
Move Method	org.apache.lucene.search.suggest.fst.WFSTCompletionLookup::lookupPrefix(org.apache.lucene.util.BytesRef, org.apache.lucene.util.fst.FST.Arc<java.lang.Long>):java.lang.Long	org.apache.lucene.util.BytesRef	1/3	
Move Method	org.apache.lucene.util.fst.FST::writeLabel(org.apache.lucene.store.DataOutput, int):void	org.apache.lucene.store.DataOutput	1/3	
Move Method	org.apache.lucene.util.fst.FST::readLabel(org.apache.lucene.store.DataInput):int	org.apache.lucene.store.DataInput	1/3	
Move Method	org.apache.lucene.util.fst.TestBytesStore::verify(org.apache.lucene.util.fst.BytesStore, byte[], int):void	org.apache.lucene.util.fst.BytesStore	1/3	
Move Method	org.apache.lucene.analysis.TestCachingTokenFilter::checkTokens(org.apache.lucene.analysis.TokenStream):void	org.apache.lucene.analysis.TokenStream	1/2	
Move Method	org.apache.lucene.analysis.compound.hyphenation.HyphenationTree::packValues(java.lang.String):int	org.apache.lucene.analysis.compound.hyphenation.ByteVector	1/2	
Move Method	org.apache.lucene.analysis.in.IndicNormalizer::compose(int, java.lang.Character.UnicodeBlock, org.apache.lucene.analysis.in.IndicNormalizer.ScriptData, char[], int, int):int	org.apache.lucene.analysis.in.IndicNormalizer.ScriptData	1/2	
Move Method	org.apache.lucene.analysis.ja.dict.UnknownDictionary::lookup(char[], int, int):int	org.apache.lucene.analysis.ja.dict.CharacterDefinition	1/2	
Move Method	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer::getFixedBinary(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.BinaryEntry):org.apache.lucene.index.BinaryDocValues	org.apache.lucene.codecs.cheapbastard.CheapBastardDocValuesProducer.BinaryEntry	1/2	
Move Method	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer::getFixedBinary(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.BinaryEntry):org.apache.lucene.index.BinaryDocValues	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.BinaryEntry	1/2	
Move Method	org.apache.lucene.codecs.lucene3x.TermInfosReader::compareAsUTF16(org.apache.lucene.index.Term, org.apache.lucene.index.Term):int	org.apache.lucene.index.Term	1/2	
Move Method	org.apache.lucene.document.LazyDocument::getField(org.apache.lucene.index.FieldInfo):org.apache.lucene.index.IndexableField	org.apache.lucene.index.FieldInfo	1/2	
Move Method	org.apache.lucene.facet.index.FacetFields::createCategoryListMapping(java.lang.Iterable<org.apache.lucene.facet.taxonomy.CategoryPath>):java.util.Map<org.apache.lucene.facet.params.CategoryListParams,java.lang.Iterable<org.apache.lucene.facet.taxonomy.CategoryPath>>	org.apache.lucene.facet.params.FacetIndexingParams	1/2	
Move Method	org.apache.lucene.facet.search.TestDrillSideways::verifyEquals(java.lang.String[][], org.apache.lucene.search.IndexSearcher, org.apache.lucene.facet.search.TestDrillSideways.SimpleFacetResult, org.apache.lucene.facet.search.DrillSideways.DrillSidewaysResult, java.util.Map<java.lang.String,java.lang.Float>):void	org.apache.lucene.facet.search.TestDrillSideways.SimpleFacetResult	1/2	
Move Method	org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal::addLabel(org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal.HashArray, org.apache.lucene.facet.taxonomy.CategoryPath, int, int):boolean	org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal.HashArray	1/2	
Move Method	org.apache.lucene.index.AutomatonTermsEnum::backtrack(int):int	org.apache.lucene.util.BytesRef	1/2	
Move Method	org.apache.lucene.index.DocumentsWriterFlushControl::assertActiveDeleteQueue(org.apache.lucene.index.DocumentsWriterDeleteQueue):boolean	org.apache.lucene.index.DocumentsWriterPerThreadPool	1/2	
Move Method	org.apache.lucene.index.IndexSplitter::listSegments():void	org.apache.lucene.index.SegmentInfos	1/2	
Move Method	org.apache.lucene.index.IndexSplitter::getIdx(java.lang.String):int	org.apache.lucene.index.SegmentInfos	1/2	
Move Method	org.apache.lucene.index.IndexSplitter::getInfo(java.lang.String):org.apache.lucene.index.SegmentInfoPerCommit	org.apache.lucene.index.SegmentInfos	1/2	
Move Method	org.apache.lucene.index.LogMergePolicy::isMerged(org.apache.lucene.index.SegmentInfos, int, java.util.Map<org.apache.lucene.index.SegmentInfoPerCommit,java.lang.Boolean>):boolean	org.apache.lucene.index.SegmentInfos	1/2	
Move Method	org.apache.lucene.index.TestCompoundFile::assertSameStreams(java.lang.String, org.apache.lucene.store.IndexInput, org.apache.lucene.store.IndexInput, long):void	org.apache.lucene.store.IndexInput	1/2	
Move Method	org.apache.lucene.index.TestDirectoryReaderReopen::refreshReader(org.apache.lucene.index.DirectoryReader, org.apache.lucene.index.TestDirectoryReaderReopen.TestReopen, int, boolean):org.apache.lucene.index.TestDirectoryReaderReopen.ReaderCouple	org.apache.lucene.index.TestDirectoryReaderReopen.TestReopen	1/2	
Move Method	org.apache.lucene.index.TestDocTermOrds::verify(org.apache.lucene.index.AtomicReader, int[][], org.apache.lucene.util.BytesRef[], org.apache.lucene.util.BytesRef):void	org.apache.lucene.index.AtomicReader	1/2	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertFieldStatistics(org.apache.lucene.index.Fields, org.apache.lucene.index.Fields):void	org.apache.lucene.index.Fields	1/2	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertTermStats(org.apache.lucene.index.TermsEnum, org.apache.lucene.index.TermsEnum):void	org.apache.lucene.index.TermsEnum	1/2	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertTermVectors(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	1/2	
Move Method	org.apache.lucene.index.TestDuelingCodecs::assertDeletedDocs(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	1/2	
Move Method	org.apache.lucene.index.TestIndexWriterMergePolicy::assertSetters(org.apache.lucene.index.LogMergePolicy):void	org.apache.lucene.index.LogMergePolicy	1/2	
Move Method	org.apache.lucene.index.TestIndexWriterWithThreads::_testSingleThreadFailure(org.apache.lucene.store.MockDirectoryWrapper.Failure):void	org.apache.lucene.store.MockDirectoryWrapper.Failure	1/2	
Move Method	org.apache.lucene.index.TestReaderClosed::test():void	org.apache.lucene.index.IndexReader	1/2	
Move Method	org.apache.lucene.index.TieredMergePolicy::size(org.apache.lucene.index.SegmentInfoPerCommit):long	org.apache.lucene.index.SegmentInfoPerCommit	1/2	
Move Method	org.apache.lucene.misc.TermStatsQueue::fill(java.lang.String, org.apache.lucene.index.TermsEnum):void	org.apache.lucene.index.TermsEnum	1/2	
Move Method	org.apache.lucene.queries.BooleanFilterTest::tstFilterCard(java.lang.String, int, org.apache.lucene.search.Filter):void	org.apache.lucene.index.AtomicReader	1/2	
Move Method	org.apache.lucene.queries.function.FunctionValues::bytesVal(int, org.apache.lucene.util.BytesRef):boolean	org.apache.lucene.util.BytesRef	1/2	
Move Method	org.apache.lucene.queryparser.ext.TestExtensions::testAddGetExtension():void	org.apache.lucene.queryparser.ext.Extensions	1/2	
Move Method	org.apache.lucene.search.TestBooleanQueryVisitSubscorers.MyCollector::fillLeaves(org.apache.lucene.search.Scorer, java.util.Set<org.apache.lucene.search.Scorer>):void	org.apache.lucene.search.Scorer	1/2	
Move Method	org.apache.lucene.search.highlight.WeightedSpanTermExtractor::extractWeightedTerms(java.util.Map<java.lang.String,org.apache.lucene.search.highlight.WeightedSpanTerm>, org.apache.lucene.search.Query):void	org.apache.lucene.search.Query	1/2	
Move Method	org.apache.lucene.search.payloads.PayloadSpanUtil::getPayloads(java.util.Collection<byte[]>, org.apache.lucene.search.spans.SpanQuery):void	org.apache.lucene.search.spans.SpanQuery	1/2	
Move Method	org.apache.lucene.search.payloads.TestPayloadTermQuery::test():void	org.apache.lucene.search.IndexSearcher	1/2	
Move Method	org.apache.lucene.search.payloads.TestPayloadTermQuery::testMultipleMatchesPerDoc():void	org.apache.lucene.search.IndexSearcher	1/2	
Move Method	org.apache.lucene.search.spell.TestSpellChecker::checkCommonSuggestions(org.apache.lucene.index.IndexReader):void	org.apache.lucene.search.spell.SpellChecker	1/2	
Move Method	org.apache.lucene.search.spell.TestSpellChecker::checkLevenshteinSuggestions(org.apache.lucene.index.IndexReader):void	org.apache.lucene.search.spell.SpellChecker	1/2	
Move Method	org.apache.lucene.spatial.SpatialTestCase::executeQuery(org.apache.lucene.search.Query, int):org.apache.lucene.spatial.SpatialTestCase.SearchResults	org.apache.lucene.search.IndexSearcher	1/2	
Move Method	org.apache.lucene.util.automaton.BasicOperations.PointTransitionSet::add(org.apache.lucene.util.automaton.Transition):void	org.apache.lucene.util.automaton.Transition	1/2	
Move Method	org.apache.lucene.util.automaton.TestUTF32ToUTF8::matches(org.apache.lucene.util.automaton.ByteRunAutomaton, int):boolean	org.apache.lucene.util.BytesRef	1/2	
Move Method	org.apache.lucene.search.TestSearchAfter::assertQuery(org.apache.lucene.search.Query, org.apache.lucene.search.Filter, org.apache.lucene.search.Sort):void	org.apache.lucene.search.IndexSearcher	2/7	
Move Method	org.apache.lucene.analysis.TokenStreamToAutomaton::toAutomaton(org.apache.lucene.analysis.TokenStream):org.apache.lucene.util.automaton.Automaton	org.apache.lucene.analysis.TokenStream	2/5	
Move Method	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer::getVariableBinary(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.BinaryEntry):org.apache.lucene.index.BinaryDocValues	org.apache.lucene.codecs.diskdv.DiskDocValuesProducer.BinaryEntry	2/5	
Move Method	org.apache.lucene.codecs.BlockTreeTermsReader.FieldReader.IntersectEnum::getState():int	org.apache.lucene.codecs.BlockTreeTermsReader.FieldReader.IntersectEnum.Frame	2/4	
Move Method	org.apache.lucene.codecs.BlockTreeTermsReader.FieldReader.IntersectEnum::copyTerm():void	org.apache.lucene.codecs.BlockTreeTermsReader.FieldReader.IntersectEnum.Frame	2/4	
Move Method	org.apache.lucene.codecs.compressing.CompressingTermVectorsReader::readPositions(int, int, org.apache.lucene.util.packed.PackedInts.Reader, org.apache.lucene.util.packed.PackedInts.Reader, int[], int, int, int[][]):int[][]	org.apache.lucene.util.packed.BlockPackedReaderIterator	2/4	
Move Method	org.apache.lucene.codecs.lucene3x.TermInfosWriter::writeTerm(int, org.apache.lucene.util.BytesRef):void	org.apache.lucene.util.BytesRef	2/4	
Move Method	org.apache.lucene.codecs.lucene41.ForUtil::skipBlock(org.apache.lucene.store.IndexInput):void	org.apache.lucene.store.IndexInput	2/4	
Move Method	org.apache.lucene.facet.search.FacetsAccumulator::createFacetResultsHandler(org.apache.lucene.facet.search.FacetRequest):org.apache.lucene.facet.search.FacetResultsHandler	org.apache.lucene.facet.search.FacetRequest	2/4	
Move Method	org.apache.lucene.search.ConstantScoreQuery.ConstantScorer::wrapCollector(org.apache.lucene.search.Collector):org.apache.lucene.search.Collector	org.apache.lucene.search.Collector	2/4	
