Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.derby.iapi.sql.dictionary.TableDescriptor::makeColumnMap(org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList):org.apache.derby.iapi.services.io.FormatableBitSet	org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeRDBNAM(java.lang.String):void	org.apache.derby.impl.drda.DDMWriter	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::setStmtOrDbByteOrder(boolean, org.apache.derby.impl.drda.DRDAStatement, java.lang.String):void	org.apache.derby.impl.drda.Database	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::setStmtOrDbByteOrder(boolean, org.apache.derby.impl.drda.DRDAStatement, java.lang.String):void	org.apache.derby.impl.drda.DRDAStatement	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::getByteOrder():int	org.apache.derby.impl.drda.Database	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::processLeftoverQRYDTA(org.apache.derby.impl.drda.DRDAStatement):boolean	org.apache.derby.impl.drda.DDMWriter	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::positionCursor(org.apache.derby.impl.drda.DRDAStatement, java.sql.ResultSet):boolean	org.apache.derby.impl.drda.DRDAStatement	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeVCMorVCS(java.lang.String):void	org.apache.derby.impl.drda.DDMWriter	1/2	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::trace(java.lang.String):void	org.apache.derby.impl.drda.NetworkServerControlImpl	1/2	
Move Method	org.apache.derby.impl.drda.DRDAXAProtocol::parseXID():javax.transaction.xa.Xid	org.apache.derby.impl.drda.DDMReader	1/2	
Move Method	org.apache.derby.impl.drda.Database::removeStatement(org.apache.derby.impl.drda.DRDAStatement):void	org.apache.derby.impl.drda.DRDAStatement	1/2	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::writeCommandReplyHeader(org.apache.derby.impl.drda.DDMWriter):void	org.apache.derby.impl.drda.DDMWriter	1/2	
Move Method	org.apache.derby.impl.drda.ProtocolTestAdapter::rSkipDss():void	org.apache.derby.impl.drda.DDMReader	1/2	
Move Method	org.apache.derby.impl.drda.ProtocolTestAdapter::rSkipDdm():void	org.apache.derby.impl.drda.DDMReader	1/2	
Move Method	org.apache.derby.impl.services.locks.ConcurrentLockSet::unlock(org.apache.derby.impl.services.locks.ConcurrentLockSet.Entry, org.apache.derby.iapi.services.locks.Latch, int):void	org.apache.derby.impl.services.locks.ConcurrentLockSet.Entry	1/2	
Move Method	org.apache.derby.impl.sql.catalog.DD_Version::makeSystemCatalog(org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.impl.sql.catalog.TabInfoImpl):void	org.apache.derby.impl.sql.catalog.DataDictionaryImpl	1/2	
Move Method	org.apache.derby.impl.sql.catalog.DD_Version::modifySysTableNullability(org.apache.derby.iapi.store.access.TransactionController, int):void	org.apache.derby.impl.sql.catalog.DataDictionaryImpl	1/2	
Move Method	org.apache.derby.impl.sql.compile.BaseTypeCompiler::numberStorable(org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.services.loader.ClassFactory):boolean	org.apache.derby.iapi.types.TypeId	1/2	
Move Method	org.apache.derby.impl.sql.compile.FromBaseTable::mapTableAsVTI(org.apache.derby.iapi.sql.dictionary.TableDescriptor, java.lang.String, org.apache.derby.impl.sql.compile.ResultColumnList, java.util.Properties, org.apache.derby.iapi.services.context.ContextManager):org.apache.derby.impl.sql.compile.ResultSetNode	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.compile.FromVTI::canBePushedDown(org.apache.derby.impl.sql.compile.Predicate):boolean	org.apache.derby.impl.sql.compile.Predicate	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultColumnList::buildEmptyIndexRow(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, org.apache.derby.iapi.store.access.StoreCostController, org.apache.derby.iapi.sql.dictionary.DataDictionary):org.apache.derby.iapi.sql.execute.ExecRow	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultColumnList::unionCompatible(org.apache.derby.impl.sql.compile.ValueNode, org.apache.derby.impl.sql.compile.ValueNode):boolean	org.apache.derby.impl.sql.compile.ValueNode	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultSetNode::setTableConstructorTypes(org.apache.derby.impl.sql.compile.ResultColumnList):void	org.apache.derby.impl.sql.compile.QueryTreeNodeVector	1/2	
Move Method	org.apache.derby.impl.sql.compile.ResultSetNode::renameGeneratedResultNames():void	org.apache.derby.impl.sql.compile.QueryTreeNodeVector	1/2	
Move Method	org.apache.derby.impl.sql.compile.UpdateNode::normalizeCorrelatedColumns(org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.impl.sql.compile.FromTable):void	org.apache.derby.impl.sql.compile.FromTable	1/2	
Move Method	org.apache.derby.impl.sql.compile.UpdateNode::forbidGenerationOverrides(org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList):void	org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList	1/2	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::truncateEnd(org.apache.derby.iapi.store.access.TransactionController):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::purgeRows(org.apache.derby.iapi.store.access.TransactionController):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::getColumnMax(org.apache.derby.iapi.sql.dictionary.TableDescriptor, java.lang.String, long):long	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/2	
Move Method	org.apache.derby.impl.sql.execute.InsertResultSet::makeIndexTemplate(org.apache.derby.impl.sql.execute.FKInfo, org.apache.derby.iapi.sql.execute.ExecRow, org.apache.derby.iapi.services.context.ContextManager):org.apache.derby.iapi.sql.execute.ExecRow	org.apache.derby.impl.sql.execute.FKInfo	1/2	
Move Method	org.apache.derby.impl.store.access.btree.BTreePostCommit::openIndex(org.apache.derby.iapi.store.access.conglomerate.TransactionManager, int, int):org.apache.derby.impl.store.access.btree.OpenBTree	org.apache.derby.impl.store.access.btree.BTree	1/2	
Move Method	org.apache.derby.impl.store.access.btree.BTreeRowPosition::saveMeAndReleasePage():void	org.apache.derby.impl.store.access.btree.BTreeScan	1/2	
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericController::setEstimatedRowCount(long):void	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate	1/2	
Move Method	org.apache.derby.impl.store.raw.data.EncryptData::getFilePath(org.apache.derby.iapi.store.raw.ContainerKey, boolean):java.lang.String	org.apache.derby.iapi.store.raw.ContainerKey	1/2	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::qualifyRecordFromSlot(java.lang.Object[], int, org.apache.derby.iapi.store.raw.FetchDescriptor, org.apache.derby.impl.store.raw.data.StoredRecordHeader, org.apache.derby.iapi.store.raw.RecordHandle):boolean	org.apache.derby.iapi.store.raw.FetchDescriptor	1/2	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::updateOverflowed(org.apache.derby.iapi.store.raw.xact.RawTransaction, int, java.lang.Object[], org.apache.derby.iapi.services.io.FormatableBitSet, org.apache.derby.impl.store.raw.data.StoredRecordHeader):void	org.apache.derby.impl.store.raw.data.StoredRecordHeader	1/2	
Move Method	org.apache.derby.impl.store.replication.net.ReplicationMessageReceive::createServerSocket():java.net.ServerSocket	org.apache.derby.impl.store.replication.net.SlaveAddress	1/2	
Move Method	org.apache.derbyTesting.junit.DriverManagerConnector::getConnectionByAttributes(java.lang.String, java.lang.String, java.lang.String):java.sql.Connection	org.apache.derbyTesting.junit.TestConfiguration	1/2	
Move Method	org.apache.derbyTesting.junit.SpawnedProcess::getFullServerOutput():java.lang.String	org.apache.derbyTesting.junit.SpawnedProcess.StreamSaver	1/2	
Move Method	org.apache.derbyTesting.junit.SpawnedProcess::getFullServerError():java.lang.String	org.apache.derbyTesting.junit.SpawnedProcess.StreamSaver	1/2	
Move Method	org.apache.derbyTesting.system.mailjdbc.tasks.Browse::readInbox(java.sql.Connection, java.lang.String):void	org.apache.derbyTesting.system.mailjdbc.utils.DbTasks	1/2	
Move Method	org.apache.derbyTesting.unitTests.store.T_RecoverFullLog::fillUpLog():void	org.apache.derbyTesting.unitTests.store.T_Util	1/2	
Move Method	org.apache.derby.impl.drda.DRDAStatement::setQueryOptions(int, boolean, long, boolean, int, int, int, boolean, boolean, boolean, int, int):void	org.apache.derby.impl.drda.DRDAResultSet	2/12	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P001(long):void	org.apache.derbyTesting.unitTests.store.T_Util	2/11	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P030(long):void	org.apache.derbyTesting.unitTests.store.T_Util	2/11	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::customerTable(short, short):void	org.apache.derbyTesting.system.oe.util.OERandom	2/9	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P024(long):void	org.apache.derbyTesting.unitTests.store.T_Util	2/9	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P707(long):void	org.apache.derbyTesting.unitTests.store.T_Util	2/9	
Move Method	org.apache.derby.client.am.ResultSet::updateColumnInfoFromCache():void	org.apache.derby.client.am.Cursor	2/8	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeSQLDCGRP(long, int, java.lang.String, java.lang.String, java.lang.String):void	org.apache.derby.impl.drda.DDMWriter	2/7	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::T011():void	org.apache.derbyTesting.unitTests.store.T_Util	2/7	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P022():void	org.apache.derbyTesting.unitTests.store.T_Util	2/7	
Move Method	org.apache.derbyTesting.unitTests.store.T_FileSystemData::AllocTest5():void	org.apache.derbyTesting.unitTests.store.T_Util	2/6	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeSQLRSLRD(org.apache.derby.impl.drda.DRDAStatement):void	org.apache.derby.impl.drda.DDMWriter	2/5	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeRSLSETRM(org.apache.derby.impl.drda.DRDAStatement):void	org.apache.derby.impl.drda.DDMWriter	2/5	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeQRYDSC(org.apache.derby.impl.drda.DRDAStatement, boolean):void	org.apache.derby.impl.drda.DDMWriter	2/5	
Move Method	org.apache.derby.impl.drda.DRDAXAProtocol::writeSYNCCRD(int, int, javax.transaction.xa.Xid[]):void	org.apache.derby.impl.drda.DDMWriter	2/5	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::faultInTabInfo(org.apache.derby.impl.sql.catalog.TabInfoImpl):void	org.apache.derby.impl.sql.catalog.TabInfoImpl	2/5	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::defragmentRows(org.apache.derby.iapi.store.access.TransactionController):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	2/5	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::warehouseTable(short):void	org.apache.derbyTesting.system.oe.util.OERandom	2/5	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::districtTable(short, short):void	org.apache.derbyTesting.system.oe.util.OERandom	2/5	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::C010(int):void	org.apache.derbyTesting.unitTests.store.T_Util	2/5	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::C011():void	org.apache.derbyTesting.unitTests.store.T_Util	2/5	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P020():void	org.apache.derbyTesting.unitTests.store.T_Util	2/5	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::P021():void	org.apache.derbyTesting.unitTests.store.T_Util	2/5	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::populateTempTable(org.apache.derby.iapi.store.raw.ContainerHandle):int[]	org.apache.derbyTesting.unitTests.store.T_Util	2/5	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::readLobLength(int):long	org.apache.derby.impl.drda.DDMReader	2/4	
Move Method	org.apache.derby.impl.sql.compile.FromBaseTable::pushIndexName(org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, org.apache.derby.iapi.services.compiler.MethodBuilder):void	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	2/4	
Move Method	org.apache.derby.impl.sql.compile.FromVTI::generateConstructor(org.apache.derby.impl.sql.compile.ActivationClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, boolean):void	org.apache.derby.impl.sql.compile.ActivationClassBuilder	2/4	
Move Method	org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction::recreateUniqueConstraintBackingIndexAsUniqueWhenNotNull(org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.sql.Activation, org.apache.derby.iapi.sql.conn.LanguageConnectionContext):void	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	2/4	
Move Method	org.apache.derbyTesting.functionTests.harness.SimpleDiff::diffFiles(org.apache.derbyTesting.functionTests.harness.SimpleDiff.DiffBuffer, org.apache.derbyTesting.functionTests.harness.SimpleDiff.DiffBuffer):java.lang.String[]	org.apache.derbyTesting.functionTests.harness.SimpleDiff.DiffBuffer	2/4	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::itemTable(int, int):void	org.apache.derbyTesting.system.oe.util.OERandom	2/4	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::orderTable(short, short):void	org.apache.derbyTesting.system.oe.util.OERandom	2/4	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::T009():void	org.apache.derbyTesting.unitTests.store.T_Util	2/4	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::T010():void	org.apache.derbyTesting.unitTests.store.T_Util	2/4	
Move Method	org.apache.derby.iapi.types.DataTypeDescriptor::isExactTypeAndLengthMatch(org.apache.derby.iapi.types.DataTypeDescriptor):boolean	org.apache.derby.catalog.types.TypeDescriptorImpl	2/3	
Move Method	org.apache.derby.iapi.types.DataTypeDescriptor::getFullSQLTypeName():java.lang.String	org.apache.derby.catalog.types.TypeDescriptorImpl	2/3	
Move Method	org.apache.derby.impl.drda.ClientThread::acceptClientWithRetry():java.net.Socket	org.apache.derby.impl.drda.NetworkServerControlImpl	2/3	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeSQLDXGRP(java.sql.ResultSetMetaData, java.sql.ParameterMetaData, int, boolean):void	org.apache.derby.impl.drda.DDMWriter	2/3	
Move Method	org.apache.derby.impl.drda.DRDAXAProtocol::writePRPHRCLST(javax.transaction.xa.Xid[]):void	org.apache.derby.impl.drda.DDMWriter	2/3	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::sendOKInt(org.apache.derby.impl.drda.DDMWriter, int):void	org.apache.derby.impl.drda.DDMWriter	2/3	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::sendRuntimeInfo(org.apache.derby.impl.drda.DDMWriter):void	org.apache.derby.impl.drda.DDMWriter	2/3	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::sendPropInfo(org.apache.derby.impl.drda.DDMWriter):void	org.apache.derby.impl.drda.DDMWriter	2/3	
Move Method	org.apache.derby.impl.jdbc.TemporaryClob::getBytePosition(long):long	org.apache.derby.impl.jdbc.TemporaryClob.CharToBytePositionCache	2/3	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::addSPSParams(org.apache.derby.iapi.sql.dictionary.SPSDescriptor, org.apache.derby.iapi.store.access.TransactionController):void	org.apache.derby.iapi.sql.dictionary.SPSDescriptor	2/3	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::addTableDescriptorToOtherCache(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.services.cache.Cacheable):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	2/3	
Move Method	org.apache.derby.impl.sql.compile.JoinNode::pushExpressionsToLeft(org.apache.derby.impl.sql.compile.PredicateList):void	org.apache.derby.impl.sql.compile.PredicateList	2/3	
Move Method	org.apache.derby.impl.sql.compile.JoinNode::pushExpressionsToRight(org.apache.derby.impl.sql.compile.PredicateList):void	org.apache.derby.impl.sql.compile.PredicateList	2/3	
Move Method	org.apache.derby.impl.sql.compile.UpdateNode::addGeneratedColumns(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.impl.sql.compile.ResultSetNode, org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList, org.apache.derby.iapi.sql.dictionary.ColumnDescriptorList):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	2/3	
Move Method	org.apache.derby.impl.store.raw.data.AllocPage::preAllocatePage(org.apache.derby.impl.store.raw.data.FileContainer, int, int):void	org.apache.derby.impl.store.raw.data.AllocExtent	2/3	
Move Method	org.apache.derby.impl.store.raw.data.BaseContainer::removePage(org.apache.derby.impl.store.raw.data.BaseContainerHandle, org.apache.derby.impl.store.raw.data.BasePage):void	org.apache.derby.impl.store.raw.data.BasePage	2/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::writeInt(int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	2/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::writeLong(long):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	2/3	
Move Method	org.apache.derbyTesting.functionTests.tests.lang.IntegerArrayVTI::applyColumnQualifier(org.apache.derby.vti.Restriction.ColumnQualifier):boolean	org.apache.derby.vti.Restriction.ColumnQualifier	2/3	
Move Method	org.apache.derbyTesting.system.oe.load.SimpleInsert::stockTable(int, int, short):void	org.apache.derbyTesting.system.oe.util.OERandom	2/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_FileSystemData::commonContainer():long	org.apache.derbyTesting.unitTests.store.T_Util	2/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::T003():void	org.apache.derbyTesting.unitTests.store.T_Util	2/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_RawStoreFactory::T004():void	org.apache.derbyTesting.unitTests.store.T_Util	2/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_RecoverBadLog::simulateLogFileCorruption():void	org.apache.derby.impl.store.raw.log.LogToFile	2/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_StreamFile::commonContainer():long	org.apache.derbyTesting.unitTests.store.T_Util	2/3	
